date,state,district,total_enrolments,biometric_updates,demographic_updates,anomaly_score
2025-09-10,Chhattisgarh,Kanker,27,258.0,77.0,-0.17391482478329362
2025-09-10,Chhattisgarh,Kawardha,40,319.0,264.0,-0.13254526494896868
2025-09-10,Chhattisgarh,Khairagarh Chhuikhadan Gandai,4,11.0,19.0,-0.2131129688876428
2025-09-10,Chhattisgarh,Kondagaon,79,447.0,228.0,-0.14980549580948244
2025-09-10,Chhattisgarh,Korba,84,796.0,105.0,-0.1363042461200462
2025-09-10,Chhattisgarh,Koriya,36,339.0,25.0,-0.1633136638461748
2025-09-10,Chhattisgarh,Mahasamund,75,351.0,81.0,-0.16855549778390072
2025-09-10,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1,14.0,12.0,-0.21276220851345917
2025-09-10,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,6,15.0,0.0,-0.22408296612015904
2025-09-10,Chhattisgarh,Mungeli,43,493.0,146.0,-0.15362806372204169
2025-09-10,Chhattisgarh,Narayanpur,11,240.0,56.0,-0.16753041490430354
2025-09-10,Chhattisgarh,Raigarh,69,1691.0,203.0,-0.054910352779712346
2025-09-10,Chhattisgarh,Raipur,120,859.0,222.0,-0.12439518901320928
2025-09-10,Chhattisgarh,Rajnandgaon,61,657.0,206.0,-0.1344409694863396
2025-09-10,Chhattisgarh,Sakti,14,18.0,10.0,-0.2170210441221061
2025-09-10,Chhattisgarh,Sarangarh-Bilaigarh,1,11.0,34.0,-0.1985105907285562
2025-09-10,Chhattisgarh,Sukma,11,128.0,0.0,-0.1949970280451191
2025-09-10,Chhattisgarh,Surajpur,67,594.0,287.0,-0.12521764719816686
2025-09-10,Chhattisgarh,Surguja,65,377.0,645.0,-0.03809602441101745
2025-09-10,Chhattisgarh,Uttar Bastar Kanker,10,155.0,64.0,-0.17981076823918646
2025-09-10,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1,3.0,3.0,-0.21969815082408178
2025-09-10,Dadra and Nagar Haveli,Dadra and Nagar Haveli,17,295.0,15.0,-0.16683035672631957
2025-09-10,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2,2.0,27.0,-0.21013124043654108
2025-09-10,Dadra and Nagar Haveli and Daman and Diu,Daman,2,1.0,0.0,-0.23043570703025223
2025-09-10,Delhi,Central Delhi,44,271.0,131.0,-0.1723449128630462
2025-09-10,Delhi,East Delhi,100,540.0,171.0,-0.15883252981042328
2025-09-10,Delhi,New Delhi,3,24.0,10.0,-0.21458060761880027
2025-09-10,Delhi,North Delhi,49,343.0,99.0,-0.17064390890057202
2025-09-10,Delhi,North East,26,156.0,21.0,-0.19031484010136362
2025-09-10,Delhi,North East Delhi,87,774.0,312.0,-0.11276795805900308
2025-09-10,Delhi,North West Delhi,202,1564.0,234.0,-0.055059102423189565
2025-09-10,Delhi,Shahdara,11,18.0,105.0,-0.18389213308701813
2025-09-10,Delhi,South Delhi,169,993.0,333.0,-0.09711733289337066
2025-09-10,Delhi,South West Delhi,128,788.0,264.0,-0.12412371373461462
2025-09-10,Delhi,West Delhi,117,853.0,149.0,-0.13733217514505147
2025-09-10,Goa,North Goa,34,170.0,67.0,-0.18795381072433992
2025-09-10,Goa,South Goa,17,147.0,69.0,-0.18857164591726178
2025-09-10,Gujarat,Ahmadabad,22,108.0,29.0,-0.1999521589041251
2025-09-10,Gujarat,Ahmedabad,382,2128.0,1135.0,0.11740277206863015
2025-09-10,Gujarat,Amreli,74,437.0,98.0,-0.1647637140077658
2025-09-10,Gujarat,Anand,108,712.0,164.0,-0.14757323504362674
2025-09-10,Gujarat,Arvalli,28,216.0,37.0,-0.17903634111853056
2025-09-10,Gujarat,Banas Kantha,6,6.0,5.0,-0.21986019897147813
2025-09-10,Gujarat,Banaskantha,204,851.0,449.0,-0.08361744079438488
2025-09-10,Gujarat,Bharuch,75,323.0,155.0,-0.16940392918975794
2025-09-10,Gujarat,Bhavnagar,164,725.0,263.0,-0.11762080330642338
2025-09-10,Gujarat,Botad,25,82.0,61.0,-0.19787228758501224
2025-09-10,Gujarat,Chhotaudepur,60,273.0,102.0,-0.175812742796926
2025-09-10,Gujarat,Dahod,164,785.0,177.0,-0.12384702494358346
2025-09-10,Gujarat,Devbhumi Dwarka,26,146.0,31.0,-0.19055608492804582
2025-09-10,Gujarat,Dohad,36,111.0,40.0,-0.1962407893158607
2025-09-10,Gujarat,Gandhinagar,90,402.0,307.0,-0.1297608865068673
2025-09-10,Gujarat,Gir Somnath,66,162.0,37.0,-0.1830114614186722
2025-09-10,Gujarat,Jamnagar,88,425.0,243.0,-0.14865291197575925
2025-09-10,Gujarat,Junagadh,140,539.0,212.0,-0.14113776069392564
2025-09-10,Gujarat,Kachchh,86,578.0,233.0,-0.14313022433613615
2025-09-10,Gujarat,Kheda,177,780.0,323.0,-0.10707579613455459
2025-09-10,Gujarat,Mahesana,125,624.0,231.0,-0.13814166461031246
2025-09-10,Gujarat,Mahisagar,45,208.0,39.0,-0.18487727017590877
2025-09-10,Gujarat,Morbi,76,140.0,75.0,-0.18338147420711065
2025-09-10,Gujarat,Narmada,40,210.0,108.0,-0.18117770199793937
2025-09-10,Gujarat,Navsari,53,240.0,89.0,-0.17881121806315847
2025-09-10,Gujarat,Panch Mahals,1,12.0,2.0,-0.21827038225650375
2025-09-10,Gujarat,Panchmahals,140,767.0,221.0,-0.1285402369940934
2025-09-10,Gujarat,Patan,109,458.0,178.0,-0.16035982850415914
2025-09-10,Gujarat,Porbandar,20,141.0,47.0,-0.19296132934856047
2025-09-10,Gujarat,Rajkot,166,911.0,501.0,-0.07212485126733498
2025-09-10,Gujarat,Sabar Kantha,4,16.0,1.0,-0.21995831972693058
2025-09-10,Gujarat,Sabarkantha,156,733.0,263.0,-0.12062985482077876
2025-09-10,Gujarat,Surat,357,1286.0,530.0,0.02182258146064353
2025-09-10,Gujarat,Surendra Nagar,159,664.0,237.0,-0.12461778928398282
2025-09-10,Gujarat,Surendranagar,7,16.0,1.0,-0.22062272527609406
2025-09-10,Gujarat,Tapi,81,210.0,26.0,-0.1746196292970289
2025-09-10,Gujarat,The Dangs,33,140.0,40.0,-0.192327344883703
2025-09-10,Gujarat,Vadodara,210,1018.0,617.0,-0.043198198469448834
2025-09-10,Gujarat,Valsad,120,432.0,150.0,-0.15659947257754958
2025-09-10,Haryana,Ambala,37,340.0,115.0,-0.16679743820294413
2025-09-10,Haryana,Bhiwani,45,403.0,166.0,-0.15877031633295235
2025-09-10,Haryana,Charkhi Dadri,22,21.0,27.0,-0.21236177472104367
2025-09-10,Haryana,Faridabad,136,325.0,257.0,-0.13611755399109332
2025-09-10,Haryana,Fatehabad,40,227.0,79.0,-0.18243072891056938
2025-09-10,Haryana,Gurgaon,119,257.0,378.0,-0.10707922863506769
2025-09-10,Haryana,Hisar,89,542.0,136.0,-0.159797109405043
2025-09-10,Haryana,Jhajjar,46,240.0,83.0,-0.18049021611475058
2025-09-10,Haryana,Jind,76,509.0,93.0,-0.16128210972601026
2025-09-10,Haryana,Kaithal,58,450.0,150.0,-0.16116733675975542
2025-09-10,Haryana,Karnal,94,421.0,208.0,-0.1553925153975283
2025-09-10,Haryana,Kurukshetra,43,313.0,132.0,-0.16981393543379325
2025-09-10,Haryana,Mahendragarh,51,131.0,31.0,-0.19323041393335866
2025-09-10,Haryana,Mewat,72,581.0,336.0,-0.11328365723200656
2025-09-10,Haryana,Palwal,76,415.0,194.0,-0.15895968266165184
2025-09-10,Haryana,Panchkula,19,100.0,74.0,-0.1940435452766564
2025-09-10,Haryana,Panipat,67,491.0,247.0,-0.14185818397903488
2025-09-10,Haryana,Rewari,56,233.0,203.0,-0.16112887770383283
2025-09-10,Haryana,Rohtak,38,269.0,17.0,-0.17234146426931202
2025-09-10,Haryana,Sirsa,74,334.0,163.0,-0.16556755990283978
2025-09-10,Haryana,Sonipat,62,354.0,242.0,-0.14743538040386212
2025-09-10,Haryana,Yamuna Nagar,66,527.0,187.0,-0.15432379425708193
2025-09-10,Haryana,Yamunanagar,2,3.0,1.0,-0.2248437230971274
2025-09-10,Himachal Pradesh,Bilaspur,18,109.0,61.0,-0.19388775033221478
2025-09-10,Himachal Pradesh,Chamba,34,109.0,244.0,-0.13951347839149658
2025-09-10,Himachal Pradesh,Hamirpur,19,140.0,90.0,-0.18366302630125897
2025-09-10,Himachal Pradesh,Kangra,72,297.0,283.0,-0.13696224799349926
2025-09-10,Himachal Pradesh,Kinnaur,3,17.0,19.0,-0.21248061094458826
2025-09-10,Himachal Pradesh,Kullu,13,46.0,112.0,-0.18321917299537482
2025-09-10,Himachal Pradesh,Lahul & Spiti,1,4.0,0.0,-0.2257707744662248
2025-09-10,Himachal Pradesh,Lahul and Spiti,2,1.0,2.0,-0.22596608163420784
2025-09-10,Himachal Pradesh,Mandi,65,291.0,164.0,-0.17035230186305422
2025-09-10,Himachal Pradesh,Shimla,29,119.0,268.0,-0.128072561397775
2025-09-10,Himachal Pradesh,Sirmaur,33,152.0,115.0,-0.18183615673113013
2025-09-10,Himachal Pradesh,Solan,22,60.0,41.0,-0.20337882079730463
2025-09-10,Himachal Pradesh,Una,16,90.0,77.0,-0.19067471356255522
2025-09-10,Jammu & Kashmir,Anantnag,1,0.0,0.0,-0.2295016276029896
2025-09-10,Jammu & Kashmir,Jammu,1,0.0,4.0,-0.22232908100557425
2025-09-10,Jammu and Kashmir,Anantnag,64,198.0,216.0,-0.15969765675199704
2025-09-10,Jammu and Kashmir,Badgam,34,36.0,36.0,-0.20825573134955055
2025-09-10,Jammu and Kashmir,Bandipore,31,78.0,98.0,-0.18859314056356546
2025-09-10,Jammu and Kashmir,Baramula,52,284.0,173.0,-0.16793997978930225
2025-09-10,Jammu and Kashmir,Budgam,13,107.0,38.0,-0.1963152036718655
2025-09-10,Jammu and Kashmir,Doda,4,25.0,19.0,-0.21102476624918864
2025-09-10,Jammu and Kashmir,Ganderbal,17,58.0,46.0,-0.202281749491721
2025-09-10,Jammu and Kashmir,Jammu,102,295.0,158.0,-0.16655810968572565
2025-09-10,Jammu and Kashmir,Kargil,10,10.0,8.0,-0.22076047028681178
2025-09-10,Jammu and Kashmir,Kathua,33,152.0,95.0,-0.18243558845016555
2025-09-10,Jammu and Kashmir,Kishtwar,9,38.0,9.0,-0.21491998148276542
2025-09-10,Jammu and Kashmir,Kulgam,10,93.0,71.0,-0.18490607642996137
2025-09-10,Jammu and Kashmir,Kupwara,46,126.0,80.0,-0.19067045638655034
2025-09-10,Jammu and Kashmir,Leh,5,6.0,11.0,-0.2187656483912372
2025-09-10,Jammu and Kashmir,Pulwama,38,60.0,29.0,-0.20439502300830203
2025-09-10,Jammu and Kashmir,Punch,31,101.0,51.0,-0.19724051807873982
2025-09-10,Jammu and Kashmir,Rajouri,53,222.0,124.0,-0.1815046606993998
2025-09-10,Jammu and Kashmir,Ramban,14,57.0,43.0,-0.20109688950096588
2025-09-10,Jammu and Kashmir,Reasi,16,72.0,43.0,-0.2013421164312752
2025-09-10,Jammu and Kashmir,Samba,11,60.0,40.0,-0.19887845173872704
2025-09-10,Jammu and Kashmir,Shupiyan,10,108.0,65.0,-0.1859192592958534
2025-09-10,Jammu and Kashmir,Srinagar,57,268.0,132.0,-0.17414843195968782
2025-09-10,Jammu and Kashmir,Udhampur,21,131.0,40.0,-0.19495664798445578
2025-09-10,Jharkhand,Bokaro,121,502.0,425.0,-0.10527541622614206
2025-09-10,Jharkhand,Chatra,88,291.0,258.0,-0.1466320016522739
2025-09-10,Jharkhand,Deoghar,181,280.0,277.0,-0.11468444630033342
2025-09-10,Jharkhand,Dhanbad,144,662.0,581.0,-0.07082734223468262
2025-09-10,Jharkhand,Dumka,106,282.0,435.0,-0.09510551028013375
2025-09-10,Jharkhand,East Singhbhum,103,635.0,335.0,-0.1215849685624521
2025-09-10,Jharkhand,Garhwa,126,557.0,170.0,-0.14900179862216895
2025-09-10,Jharkhand,Garhwa *,2,23.0,8.0,-0.21733084346542453
2025-09-10,Jharkhand,Giridih,194,455.0,628.0,-0.047236474244241045
2025-09-10,Jharkhand,Godda,113,328.0,222.0,-0.1509089525216225
2025-09-10,Jharkhand,Gumla,125,389.0,361.0,-0.11304450075903621
2025-09-10,Jharkhand,Hazaribag,15,37.0,7.0,-0.21701066616508496
2025-09-10,Jharkhand,Hazaribagh,99,387.0,453.0,-0.09234732119704364
2025-09-10,Jharkhand,Jamtara,51,238.0,96.0,-0.1781307603268074
2025-09-10,Jharkhand,Khunti,35,275.0,161.0,-0.16549913937154198
2025-09-10,Jharkhand,Kodarma,5,13.0,0.0,-0.22452782927922454
2025-09-10,Jharkhand,Koderma,77,169.0,74.0,-0.182370425023687
2025-09-10,Jharkhand,Latehar,74,219.0,271.0,-0.14462748493033772
2025-09-10,Jharkhand,Lohardaga,28,263.0,186.0,-0.15529070831549818
2025-09-10,Jharkhand,Pakaur,13,22.0,31.0,-0.2097359755527145
2025-09-10,Jharkhand,Pakur,106,140.0,194.0,-0.16016929050550566
2025-09-10,Jharkhand,Palamau,5,4.0,13.0,-0.21860890677988787
2025-09-10,Jharkhand,Palamu,158,508.0,642.0,-0.05081066764722897
2025-09-10,Jharkhand,Pashchimi Singhbhum,15,72.0,99.0,-0.18370942182260724
2025-09-10,Jharkhand,Purbi Singhbhum,12,57.0,38.0,-0.20275525405297046
2025-09-10,Jharkhand,Ramgarh,57,195.0,178.0,-0.1705995094518895
2025-09-10,Jharkhand,Ranchi,141,643.0,611.0,-0.06271556589032001
2025-09-10,Jharkhand,Sahebganj,149,235.0,495.0,-0.07483417661823083
2025-09-10,Jharkhand,Sahibganj,4,11.0,4.0,-0.21972257096213876
2025-09-10,Jharkhand,Seraikela-Kharsawan,69,360.0,326.0,-0.11575420955401383
2025-09-10,Jharkhand,Seraikela-kharsawan,18,63.0,79.0,-0.1929980290238058
2025-09-10,Jharkhand,Simdega,57,243.0,116.0,-0.17789445389770764
2025-09-10,Jharkhand,West Singhbhum,129,572.0,457.0,-0.09389882446142911
2025-09-10,Karnataka,Bagalkot,149,274.0,169.0,-0.1450916361993928
2025-09-10,Karnataka,Bagalkot *,3,13.0,9.0,-0.2188767788520296
2025-09-10,Karnataka,Ballari,88,146.0,63.0,-0.17714422255536033
2025-09-10,Karnataka,Bangalore,118,695.0,358.0,-0.11346917578292287
2025-09-10,Karnataka,Bangalore Rural,47,97.0,124.0,-0.18903635861937335
2025-09-10,Karnataka,Belagavi,223,253.0,252.0,-0.10104753522875592
2025-09-10,Karnataka,Belgaum,135,416.0,379.0,-0.11163718198355754
2025-09-10,Karnataka,Bellary,97,300.0,249.0,-0.15060031763332404
2025-09-10,Karnataka,Bengaluru,219,916.0,925.0,0.011048203537389112
2025-09-10,Karnataka,Bengaluru South,1,0.0,11.0,-0.2187938751970142
2025-09-10,Karnataka,Bidar,100,324.0,258.0,-0.1446302210069153
2025-09-10,Karnataka,Bijapur,114,282.0,131.0,-0.16623179624636997
2025-09-10,Karnataka,Chamarajanagar,2,16.0,0.0,-0.22327036781618964
2025-09-10,Karnataka,Chamrajanagar,34,120.0,57.0,-0.19389836606412164
2025-09-10,Karnataka,Chamrajnagar,10,15.0,3.0,-0.22055248930584936
2025-09-10,Karnataka,Chickmagalur,22,89.0,45.0,-0.19833420282255804
2025-09-10,Karnataka,Chikkaballapur,46,155.0,81.0,-0.18895217313785656
2025-09-10,Karnataka,Chikkamagaluru,25,57.0,26.0,-0.20778749005347835
2025-09-10,Karnataka,Chikmagalur,1,9.0,6.0,-0.21675291638937288
2025-09-10,Karnataka,Chitradurga,60,208.0,61.0,-0.18242529697059595
2025-09-10,Karnataka,Dakshina Kannada,111,274.0,238.0,-0.14829103171579539
2025-09-10,Karnataka,Davanagere,6,46.0,23.0,-0.20622750530325606
2025-09-10,Karnataka,Davangere,77,405.0,176.0,-0.16112898705823936
2025-09-10,Karnataka,Dharwad,106,348.0,173.0,-0.16015074924278272
2025-09-10,Karnataka,Gadag,168,157.0,67.0,-0.14247411999020587
2025-09-10,Karnataka,Gadag *,4,1.0,1.0,-0.2257713211253503
2025-09-10,Karnataka,Gulbarga,79,191.0,82.0,-0.18034327298799918
2025-09-10,Karnataka,Hasan,15,41.0,44.0,-0.20486728459484804
2025-09-10,Karnataka,Hassan,43,96.0,81.0,-0.19042567510849628
2025-09-10,Karnataka,Haveri,78,252.0,162.0,-0.16977176961345658
2025-09-10,Karnataka,Haveri *,2,11.0,10.0,-0.2160858261748309
2025-09-10,Karnataka,Kalaburagi,59,185.0,113.0,-0.18278310106127849
2025-09-10,Karnataka,Kodagu,26,61.0,59.0,-0.19979604737094164
2025-09-10,Karnataka,Kolar,47,216.0,133.0,-0.17896099337572463
2025-09-10,Karnataka,Koppal,97,175.0,190.0,-0.1643180096027076
2025-09-10,Karnataka,Mandya,49,161.0,75.0,-0.18915912159778342
2025-09-10,Karnataka,Mysore,43,192.0,66.0,-0.18584372899625112
2025-09-10,Karnataka,Mysuru,63,156.0,103.0,-0.18299105865763615
2025-09-10,Karnataka,Raichur,109,426.0,118.0,-0.16328847093221271
2025-09-10,Karnataka,Ramanagar,80,218.0,93.0,-0.17721668231815907
2025-09-10,Karnataka,Shimoga,42,105.0,72.0,-0.19248042457297876
2025-09-10,Karnataka,Shivamogga,45,135.0,88.0,-0.18906131155839612
2025-09-10,Karnataka,Tumakuru,52,140.0,84.0,-0.1891425645594731
2025-09-10,Karnataka,Tumkur,43,252.0,136.0,-0.1728934074147651
2025-09-10,Karnataka,Udupi,67,98.0,119.0,-0.18441812796673496
2025-09-10,Karnataka,Uttara Kannada,48,143.0,59.0,-0.19324509372977922
2025-09-10,Karnataka,Vijayanagara,47,80.0,41.0,-0.2010158718569391
2025-09-10,Karnataka,Vijayapura,135,172.0,131.0,-0.15785243911625257
2025-09-10,Karnataka,Yadgir,95,219.0,59.0,-0.17239351721628743
2025-09-10,Karnataka,yadgir,19,26.0,22.0,-0.21497804944262722
2025-09-10,Kerala,Alappuzha,79,325.0,198.0,-0.16010670738163446
2025-09-10,Kerala,Ernakulam,96,571.0,361.0,-0.11569365287780731
2025-09-10,Kerala,Idukki,20,153.0,87.0,-0.18416842105575265
2025-09-10,Kerala,Kannur,77,556.0,213.0,-0.14619289293174692
2025-09-10,Kerala,Kasaragod,64,259.0,116.0,-0.17724960544088203
2025-09-10,Kerala,Kasargod,6,20.0,4.0,-0.21714838265502479
2025-09-10,Kerala,Kollam,105,595.0,253.0,-0.142510329778482
2025-09-10,Kerala,Kottayam,51,319.0,195.0,-0.1576842415776747
2025-09-10,Kerala,Kozhikode,115,697.0,382.0,-0.11158747075253006
2025-09-10,Kerala,Malappuram,266,908.0,538.0,-0.03334569705583712
2025-09-10,Kerala,Palakkad,94,592.0,152.0,-0.15535055704807205
2025-09-10,Kerala,Pathanamthitta,30,264.0,120.0,-0.17234174170338412
2025-09-10,Kerala,Thiruvananthapuram,85,562.0,280.0,-0.1323258641277878
2025-09-10,Kerala,Thrissur,91,847.0,303.0,-0.11264687232180792
2025-09-10,Kerala,Wayanad,22,308.0,46.0,-0.16307970313406644
2025-09-10,Ladakh,Kargil,22,7.0,1.0,-0.2234419493498636
2025-09-10,Ladakh,Leh,2,11.0,4.0,-0.21973779289733197
2025-09-10,Lakshadweep,Lakshadweep,3,32.0,12.0,-0.21280295651912606
2025-09-10,Madhya Pradesh,Agar Malwa,34,57.0,18.0,-0.2051927866735156
2025-09-10,Madhya Pradesh,Alirajpur,72,193.0,42.0,-0.1785425289571207
2025-09-10,Madhya Pradesh,Anuppur,42,442.0,92.0,-0.15786361712541874
2025-09-10,Madhya Pradesh,Ashok Nagar,213,374.0,167.0,-0.1139808666171323
2025-09-10,Madhya Pradesh,Balaghat,133,329.0,120.0,-0.15662396891619795
2025-09-10,Madhya Pradesh,Barwani,243,565.0,227.0,-0.09507619906811077
2025-09-10,Madhya Pradesh,Betul,159,815.0,153.0,-0.12418574503320023
2025-09-10,Madhya Pradesh,Bhind,167,487.0,198.0,-0.1326983383109297
2025-09-10,Madhya Pradesh,Bhopal,210,870.0,322.0,-0.0966427758965882
2025-09-10,Madhya Pradesh,Burhanpur,71,272.0,92.0,-0.17410529419799192
2025-09-10,Madhya Pradesh,Chhatarpur,232,696.0,277.0,-0.09409608025475608
2025-09-10,Madhya Pradesh,Chhindwara,191,472.0,199.0,-0.12136773490793451
2025-09-10,Madhya Pradesh,Damoh,136,492.0,161.0,-0.15141845317033947
2025-09-10,Madhya Pradesh,Datia,166,156.0,96.0,-0.14002517207006493
2025-09-10,Madhya Pradesh,Dewas,163,149.0,55.0,-0.14307851006942518
2025-09-10,Madhya Pradesh,Dhar,188,497.0,324.0,-0.10648117133248308
2025-09-10,Madhya Pradesh,Dindori,34,144.0,53.0,-0.1913249352660077
2025-09-10,Madhya Pradesh,East Nimar,51,164.0,53.0,-0.18840938954737896
2025-09-10,Madhya Pradesh,Guna,208,612.0,290.0,-0.10451393846511325
2025-09-10,Madhya Pradesh,Gwalior,225,367.0,265.0,-0.09789162996700557
2025-09-10,Madhya Pradesh,Harda,59,119.0,51.0,-0.1915102406891206
2025-09-10,Madhya Pradesh,Harda *,13,73.0,17.0,-0.20321904915271916
2025-09-10,Madhya Pradesh,Hoshangabad,123,147.0,41.0,-0.1642993570402279
2025-09-10,Madhya Pradesh,Indore,234,697.0,534.0,-0.05559802856612428
2025-09-10,Madhya Pradesh,Jabalpur,165,465.0,245.0,-0.12943132791906525
2025-09-10,Madhya Pradesh,Jhabua,241,400.0,52.0,-0.09198563801808907
2025-09-10,Madhya Pradesh,Katni,233,467.0,327.0,-0.09143011330960166
2025-09-10,Madhya Pradesh,Khandwa,53,146.0,69.0,-0.18900258034501588
2025-09-10,Madhya Pradesh,Khargone,214,589.0,254.0,-0.10848539749274005
2025-09-10,Madhya Pradesh,Maihar,11,15.0,24.0,-0.2161994462766248
2025-09-10,Madhya Pradesh,Mandla,71,161.0,116.0,-0.18027350458780134
2025-09-10,Madhya Pradesh,Mandsaur,130,314.0,141.0,-0.15660587512574003
2025-09-10,Madhya Pradesh,Mauganj,3,11.0,17.0,-0.21401615053845835
2025-09-10,Madhya Pradesh,Morena,209,281.0,305.0,-0.10227905029814705
2025-09-10,Madhya Pradesh,Narmadapuram,12,15.0,20.0,-0.21692596187916324
2025-09-10,Madhya Pradesh,Narsimhapur,35,77.0,16.0,-0.20407534995011123
2025-09-10,Madhya Pradesh,Narsinghpur,140,300.0,148.0,-0.1523715464395063
2025-09-10,Madhya Pradesh,Neemuch,104,344.0,239.0,-0.14864618459024803
2025-09-10,Madhya Pradesh,Niwari,1,0.0,4.0,-0.22232908100557425
2025-09-10,Madhya Pradesh,Panna,211,297.0,134.0,-0.11744320454138141
2025-09-10,Madhya Pradesh,Raisen,147,345.0,196.0,-0.141588125950731
2025-09-10,Madhya Pradesh,Rajgarh,170,317.0,50.0,-0.13019278144941077
2025-09-10,Madhya Pradesh,Ratlam,172,314.0,125.0,-0.13561009110023514
2025-09-10,Madhya Pradesh,Rewa,201,640.0,253.0,-0.11089661494727382
2025-09-10,Madhya Pradesh,Sagar,242,588.0,212.0,-0.09672124210573302
2025-09-10,Madhya Pradesh,Satna,253,670.0,351.0,-0.07533963362379126
2025-09-10,Madhya Pradesh,Sehore,68,331.0,106.0,-0.1693397771668781
2025-09-10,Madhya Pradesh,Seoni,143,232.0,150.0,-0.15155417587299586
2025-09-10,Madhya Pradesh,Shahdol,107,171.0,104.0,-0.17124008290584947
2025-09-10,Madhya Pradesh,Shajapur,170,218.0,44.0,-0.13375826700813115
2025-09-10,Madhya Pradesh,Sheopur,71,139.0,207.0,-0.15926677835406644
2025-09-10,Madhya Pradesh,Shivpuri,250,354.0,202.0,-0.09349423406157198
2025-09-10,Madhya Pradesh,Sidhi,90,455.0,488.0,-0.08126739934543586
2025-09-10,Madhya Pradesh,Singrauli,102,389.0,409.0,-0.10477318112844008
2025-09-10,Madhya Pradesh,Tikamgarh,150,495.0,171.0,-0.14473443146115955
2025-09-10,Madhya Pradesh,Ujjain,351,404.0,133.0,-0.0402513530817703
2025-09-10,Madhya Pradesh,Umaria,124,267.0,141.0,-0.15925934281535853
2025-09-10,Madhya Pradesh,Vidisha,235,592.0,182.0,-0.10296673882044599
2025-09-10,Madhya Pradesh,West Nimar,14,66.0,24.0,-0.20609257326797548
2025-09-10,Maharashtra,Ahmadnagar,191,1592.0,419.0,-0.0423785602552631
2025-09-10,Maharashtra,Ahmed Nagar,1,28.0,10.0,-0.20901790652943725
2025-09-10,Maharashtra,Akola,81,841.0,61.0,-0.12825519985113687
2025-09-10,Maharashtra,Amravati,138,1032.0,110.0,-0.11821465592769242
2025-09-10,Maharashtra,Aurangabad,272,1523.0,178.0,-0.03214300655913516
2025-09-10,Maharashtra,Beed,161,1518.0,389.0,-0.054295792574857504
2025-09-10,Maharashtra,Bhandara,43,641.0,80.0,-0.1351950081644569
2025-09-10,Maharashtra,Bid,14,107.0,25.0,-0.19965989797965672
2025-09-10,Maharashtra,Buldana,27,249.0,74.0,-0.1765303034148295
2025-09-10,Maharashtra,Buldhana,138,1941.0,143.0,-0.0480465973519445
2025-09-10,Maharashtra,Chandrapur,83,803.0,114.0,-0.13808837942811641
2025-09-10,Maharashtra,Chatrapati Sambhaji Nagar,5,8.0,0.0,-0.22615222639987653
2025-09-10,Maharashtra,Chhatrapati Sambhajinagar,19,42.0,50.0,-0.20483820762194277
2025-09-10,Maharashtra,Dharashiv,1,3.0,9.0,-0.21770976004199577
2025-09-10,Maharashtra,Dhule,198,677.0,83.0,-0.10520977409859722
2025-09-10,Maharashtra,Gadchiroli,62,683.0,61.0,-0.13475373027698584
2025-09-10,Maharashtra,Gondia,1,3.0,4.0,-0.21947500401594483
2025-09-10,Maharashtra,Gondiya,59,492.0,174.0,-0.15471728314168393
2025-09-10,Maharashtra,Gondiya *,2,10.0,3.0,-0.22013447011063547
2025-09-10,Maharashtra,Hingoli,96,466.0,84.0,-0.1577318653721937
2025-09-10,Maharashtra,Jalgaon,287,1761.0,282.0,-0.0042290174451898865
2025-09-10,Maharashtra,Jalna,148,1142.0,156.0,-0.10475020622593306
2025-09-10,Maharashtra,Kolhapur,144,1893.0,273.0,-0.043812002239997705
2025-09-10,Maharashtra,Latur,172,1256.0,286.0,-0.08329762016961695
2025-09-10,Maharashtra,Mumbai,203,1639.0,395.0,-0.04160198458975706
2025-09-10,Maharashtra,Mumbai City,45,174.0,140.0,-0.18122525993667665
2025-09-10,Maharashtra,Mumbai Suburban,158,713.0,425.0,-0.10237426134193511
2025-09-10,Maharashtra,Mumbai( Sub Urban ),5,40.0,26.0,-0.20666298789799908
2025-09-10,Maharashtra,Nagpur,239,2111.0,354.0,-0.0012804958687773205
2025-09-10,Maharashtra,Nanded,182,2352.0,295.0,-0.002419318171428486
2025-09-10,Maharashtra,Nandurbar,156,1174.0,177.0,-0.098387789312323
2025-09-10,Maharashtra,Nandurbar *,3,14.0,7.0,-0.21961338433617006
2025-09-10,Maharashtra,Nashik,325,3812.0,739.0,0.09520667340259115
2025-09-10,Maharashtra,Osmanabad,75,885.0,215.0,-0.11593517276817827
2025-09-10,Maharashtra,Palghar,187,949.0,344.0,-0.09570579682740521
2025-09-10,Maharashtra,Parbhani,123,1367.0,245.0,-0.08506710873223616
2025-09-10,Maharashtra,Pune,488,3525.0,1558.0,0.16487071009140608
2025-09-10,Maharashtra,Raigad,29,74.0,188.0,-0.16668815388005825
2025-09-10,Maharashtra,Raigarh,103,1128.0,387.0,-0.0799483399180882
2025-09-10,Maharashtra,Raigarh(MH),4,7.0,6.0,-0.2213919981037717
2025-09-10,Maharashtra,Ratnagiri,47,1291.0,299.0,-0.06067745002837871
2025-09-10,Maharashtra,Sangli,122,1905.0,317.0,-0.03414256723986708
